89449	0
89451	0
89511	0
93204	0
93210	0
93230	0
93234	0
93239	0
93242	0
93245	0
93266	0
93426	0
93446	0
93450	0
93451	0
93452	0
93461	0
93513	0
93514	0
93526	0
93546	0
93602	0
93603	0
93605	0
93606	0
93608	0
93609	0
93610	0
93611	0
93612	0
93616	0
93618	0
93619	0
93620	0
93621	0
93622	0
93624	0
93625	0
93626	0
93627	0
93628	0
93630	0
93631	0
93633	0
93634	0
93635	0
93636	0
93637	0
93640	0
93641	0
93643	0
93646	0
93647	0
93648	0
93650	0
93651	0
93652	0
93653	0
93654	0
93656	0
93657	0
93660	0
93662	0
93664	0
93665	0
93667	0
93668	0
93675	0
93701	0
93702	0
93703	0
93704	0
93705	0
93706	0
93710	0
93711	0
93720	0
93721	0
93722	0
93723	0
93725	0
93726	0
93727	0
93728	0
93730	0
93901	0
93905	0
93906	0
93907	44
93908	0
93920	0
93921	0
93923	0
93924	0
93925	0
93926	0
93927	0
93928	0
93930	0
93932	0
93933	0
93940	55
93943	0
93950	0
93953	0
93954	0
93955	0
93960	0
93962	0
94002	215
94005	0
94010	383
94014	227
94015	586
94019	168
94020	0
94020	0
94021	0
94022	156
94024	191
94025	455
94027	108
94028	60
94030	215
94037	0
94038	0
94040	359
94041	144
94043	0
94044	335
94060	0
94060	0
94061	191
94062	287
94063	120
94065	96
94066	443
94070	287
94074	0
94080	503
94085	0
94086	168
94087	251
94089	0
94102	383
94103	586
94104	0
94105	395
94107	407
94108	275
94109	1101
94110	1005
94111	0
94112	562
94114	646
94115	706
94116	526
94117	754
94118	670
94121	419
94122	634
94123	538
94124	203
94127	239
94128	0
94129	0
94130	0
94131	323
94132	251
94133	275
94134	156
94158	144
94301	203
94303	215
94304	0
94305	0
94306	215
94401	227
94402	347
94403	347
94404	359
94501	287
94502	0
94503	0
94505	0
94505	0
94506	227
94507	120
94508	0
94509	132
94509	121
94510	179
94511	0
94512	0
94513	144
94513	132
94514	0
94514	0
94515	0
94516	0
94517	0
94518	132
94519	0
94520	156
94521	96
94523	179
94525	0
94526	215
94528	0
94530	144
94531	156
94533	0
94534	120
94535	0
94536	203
94538	215
94539	179
94541	156
94542	0
94544	0
94545	0
94546	108
94547	0
94548	0
94549	215
94550	179
94550	165
94551	156
94552	0
94553	132
94555	144
94556	0
94558	227
94558	209
94559	0
94560	144
94561	108
94561	99
94563	0
94564	0
94565	203
94565	187
94566	168
94567	0
94567	0
94568	287
94569	0
94571	0
94571	0
94572	0
94573	0
94574	0
94575	0
94576	0
94577	132
94578	0
94579	0
94580	0
94582	0
94583	108
94585	0
94585	0
94586	0
94587	275
94588	120
94589	0
94590	0
94591	156
94592	0
94595	96
94596	168
94597	156
94598	156
94599	0
94601	84
94602	156
94603	0
94605	132
94606	156
94607	48
94608	251
94609	0
94610	215
94611	215
94612	0
94613	0
94618	120
94619	0
94621	0
94702	120
94703	0
94704	311
94705	0
94706	132
94707	96
94708	0
94709	120
94710	0
94720	0
94801	0
94803	0
94804	132
94805	0
94806	0
94850	0
94901	203
94903	191
94904	96
94920	120
94922	0
94923	0
94924	0
94925	0
94928	0
94929	0
94930	0
94931	0
94933	0
94937	0
94938	0
94939	96
94940	0
94941	335
94945	168
94946	0
94947	108
94949	84
94950	0
94951	0
94952	96
94954	168
94956	0
94957	0
94960	0
94963	0
94964	0
94965	0
94970	0
94971	0
94972	0
94973	0
95002	0
95003	84
95003	77
95004	0
95004	0
95005	0
95005	0
95006	0
95006	0
95007	0
95007	0
95008	108
95010	0
95010	0
95012	0
95013	0
95014	275
95017	0
95017	0
95018	0
95018	0
95019	0
95019	0
95020	96
95020	88
95023	0
95023	0
95030	0
95032	0
95033	0
95033	0
95035	156
95037	96
95037	88
95039	0
95039	0
95041	0
95041	0
95043	0
95045	0
95045	0
95046	0
95050	120
95051	203
95053	0
95054	0
95060	144
95060	132
95062	120
95062	110
95064	0
95064	0
95065	0
95065	0
95066	0
95066	0
95070	132
95070	121
95073	0
95073	0
95075	0
95076	72
95076	66
95110	0
95111	0
95112	120
95113	0
95116	0
95117	60
95118	0
95119	48
95120	156
95121	0
95122	0
95123	120
95124	156
95125	132
95126	0
95127	0
95128	168
95129	108
95130	0
95131	0
95132	0
95133	0
95134	120
95135	0
95136	144
95138	0
95139	0
95140	0
95140	0
95148	0
95202	0
95203	0
95204	0
95205	0
95206	0
95206	0
95207	0
95209	0
95210	0
95211	0
95212	0
95215	0
95219	0
95219	0
95220	0
95227	0
95228	0
95230	0
95231	0
95234	0
95234	0
95236	0
95237	0
95240	0
95242	0
95252	0
95254	0
95258	0
95301	0
95303	0
95304	0
95304	0
95306	0
95307	0
95312	0
95313	0
95315	0
95316	0
95317	0
95319	0
95320	0
95322	0
95323	0
95324	0
95325	0
95326	0
95328	0
95329	0
95330	0
95333	0
95334	0
95336	0
95337	0
95338	0
95340	0
95341	0
95348	0
95350	0
95351	0
95354	0
95355	0
95356	0
95357	0
95358	0
95360	0
95360	0
95361	0
95363	0
95363	0
95365	0
95366	0
95367	0
95368	0
95369	0
95374	0
95376	0
95377	0
95377	0
95380	0
95382	0
95385	0
95386	0
95387	0
95387	0
95388	0
95391	0
95391	0
95401	84
95403	108
95404	120
95405	96
95407	0
95409	0
95410	0
95412	0
95412	0
95415	0
95417	0
95420	0
95421	0
95421	0
95425	0
95425	0
95426	0
95427	0
95428	0
95429	0
95430	0
95431	0
95432	0
95436	0
95437	0
95439	0
95441	0
95442	0
95444	0
95445	0
95445	0
95446	0
95448	0
95449	0
95449	0
95450	0
95451	0
95451	0
95452	0
