89449	327750
89451	350530
89511	401710
93204	334750
93210	306690
93230	341920
93234	311880
93239	321550
93242	322600
93245	327200
93266	326320
93426	282510
93446	310700
93450	264140
93451	315240
93452	397220
93461	352340
93513	630160
93514	609060
93526	660550
93546	548400
93602	350880
93603	401150
93605	370610
93606	275700
93608	262340
93609	303080
93610	237720
93611	320380
93612	316280
93616	324560
93618	354140
93619	314780
93620	208480
93621	386720
93622	227260
93624	294190
93625	318640
93626	303970
93627	290780
93628	399240
93630	274040
93631	342040
93633	439380
93634	0
93635	185050
93636	292270
93637	258410
93640	248100
93641	385470
93643	336630
93646	356620
93647	380420
93648	334610
93650	296890
93651	322920
93652	296210
93653	291400
93654	345110
93656	305180
93657	341460
93660	272760
93662	330290
93664	376010
93665	218890
93667	363290
93668	262180
93675	361270
93701	303360
93702	308460
93703	307000
93704	298650
93705	296140
93706	296890
93710	306750
93711	293960
93720	303920
93721	303870
93722	293940
93723	281870
93725	319080
93726	311470
93727	316990
93728	298580
93730	307960
93901	160010
93905	156690
93906	147370
93907	140780
93908	158730
93920	262410
93921	177690
93923	192520
93924	204150
93925	181790
93926	184410
93927	219070
93928	265060
93930	237860
93932	257930
93933	157750
93940	173180
93943	170110
93950	181390
93953	179660
93954	253520
93955	172160
93960	198480
93962	161260
94002	23312
94005	11252
94010	8858
94014	17115
94015	14808
94019	31647
94020	66388
94020	66388
94021	65973
94022	52557
94024	53419
94025	30415
94027	30897
94028	46212
94030	6217
94037	33234
94038	32836
94040	44292
94041	43629
94043	39748
94044	15269
94060	69507
94060	69507
94061	28271
94062	39567
94063	25653
94065	21106
94066	7250
94070	23009
94074	55060
94080	7224
94085	45768
94086	47627
94087	47827
94089	45642
94102	21596
94103	21117
94104	23042
94105	23101
94107	20269
94108	24004
94109	24488
94110	18511
94111	24107
94112	19905
94114	21256
94115	24482
94116	21687
94117	24138
94118	26037
94121	25541
94122	23074
94123	26039
94124	16109
94127	21380
94128	10333
94129	28266
94130	27580
94131	20811
94132	18772
94133	25579
94134	17151
94158	20598
94301	33094
94303	34079
94304	48964
94305	45259
94306	37859
94401	11016
94402	21289
94403	16432
94404	17426
94501	41069
94502	48584
94503	82718
94505	111670
94505	111670
94506	75966
94507	63375
94508	138960
94509	89765
94509	89765
94510	83110
94511	110240
94512	122320
94513	108530
94513	108530
94514	103740
94514	103740
94515	145740
94516	51341
94517	82132
94518	65782
94519	71385
94520	68558
94521	70284
94523	64126
94525	63575
94526	69622
94528	72773
94530	45655
94531	95615
94533	99167
94534	88547
94535	105870
94536	50575
94538	54347
94539	59478
94541	37505
94542	41593
94544	38491
94545	32125
94546	48238
94547	58988
94548	106780
94549	53195
94550	113530
94550	113530
94551	79887
94552	51837
94553	72100
94555	43094
94556	55397
94558	114640
94558	114640
94559	95890
94560	52945
94561	102040
94561	102040
94563	45572
94564	54742
94565	81719
94565	81719
94566	70197
94567	162530
94567	162530
94568	62892
94569	66755
94571	121270
94571	121270
94572	62150
94573	119300
94574	141530
94575	55936
94576	131920
94577	44934
94578	46032
94579	42500
94580	40233
94582	69780
94583	68301
94585	115820
94585	115820
94586	70374
94587	43479
94588	74433
94589	84468
94590	69112
94591	73909
94592	75248
94595	59750
94596	61808
94597	59700
94598	65529
94599	110740
94601	44102
94602	41770
94603	48258
94605	48293
94606	43237
94607	34728
94608	35171
94609	36621
94610	38178
94611	44598
94612	36813
